"nu","bowlingDeliveries","bowlingDots","bowlingFours","bowlingRuns","bowlingSingles","bowlingSixes","dotBalls","fours","playerId","runs","singles","sixes","strikeRate","wickets"
"1490","26","11","1","28","8","1","4","0","161","1","1","0","0.2","2"
"1491","24","16","0","8","8","0","0","0","37","1","1","0","1","2"
"1492","14","2","1","25","8","1","1","0","62","2","2","0","0.6666666666666666","0"
"1493","9","4","1","14","2","1","3","2","163","9","1","0","1.5","0"
"1494","0","0","0","0","0","0","18","8","144","51","17","0","1.1590909090909092","0"
"1495","0","0","0","0","0","0","7","0","218","5","5","0","0.4166666666666667","0"
"1496","0","0","0","0","0","0","10","6","105","66","20","2","1.5348837209302326","0"
"1497","12","3","3","25","3","1","2","0","67","4","0","0","1","0"
"1498","0","0","0","0","0","0","3","1","65","13","5","0","1.1818181818181819","0"
"1499","25","12","1","17","11","0","1","2","69","15","3","0","1.875","4"
"1500","0","0","0","0","0","0","15","7","57","47","13","0","1.236842105263158","0"
"1501","0","0","0","0","0","0","2","1","201","15","5","1","1.6666666666666667","0"
"1502","0","0","0","0","0","0","4","5","59","56","15","2","1.9310344827586208","0"
"1503","0","0","0","0","0","0","6","2","147","26","4","2","1.7333333333333334","0"
"1504","6","2","1","8","2","0","5","0","7","5","0","0","0.7142857142857143","0"
"1505","0","0","0","0","0","0","23","10","116","115","23","4","1.554054054054054","0"
"1506","26","6","2","37","15","2","10","3","191","23","3","1","1.2777777777777777","1"
"1507","0","0","0","0","0","0","3","0","12","6","6","0","0.6666666666666666","0"
"1508","0","0","0","0","0","0","3","0","73","1","1","0","0.25","0"
"1509","20","3","0","25","13","1","1","0","16","20","4","2","2.2222222222222223","0"
"1510","0","0","0","0","0","0","10","2","74","16","6","0","0.8421052631578947","0"
"1511","0","0","0","0","0","0","11","4","117","70","24","4","1.5217391304347827","0"
"1512","6","1","0","18","0","2","4","1","193","12","6","0","1","0"
"1513","24","10","0","15","13","0","6","1","77","20","8","1","1.1764705882352942","1"
"1514","0","0","0","0","0","0","3","1","79","12","8","0","1","0"
"1515","0","0","0","0","0","0","2","0","75","8","6","0","0.8888888888888888","0"
"1516","0","0","0","0","0","0","0","2","189","16","4","0","2","0"
"1517","24","10","2","26","7","0","1","0","203","4","1","0","1.3333333333333333","0"
"1518","0","0","0","0","0","0","5","0","57","0","0","0","0","0"
"1519","0","0","0","0","0","0","1","0","201","0","0","0","0","0"
"1520","7","1","0","25","2","3","12","6","59","45","8","0","1.40625","0"
"1521","18","8","1","13","9","0","15","7","147","67","27","1","1.2641509433962264","0"
"1522","0","0","0","0","0","0","7","0","128","26","10","2","1.2380952380952381","0"
"1523","0","0","0","0","0","0","4","0","109","10","4","1","1.1111111111111112","0"
"1524","0","0","0","0","0","0","1","1","49","4","0","0","2","0"
"1525","24","13","0","19","7","1","0","0","148","1","1","0","1","3"
"1526","17","7","2","21","7","1","1","0","126","0","0","0","0","0"
"1527","0","0","0","0","0","0","7","8","74","88","12","5","2.4444444444444446","0"
"1528","0","0","0","0","0","0","2","0","117","1","1","0","0.3333333333333333","0"
"1529","0","0","0","0","0","0","11","0","189","11","9","0","0.5238095238095238","0"
"1530","18","9","3","20","4","0","4","2","77","24","6","1","1.6","1"
"1531","0","0","0","0","0","0","11","3","193","24","10","0","0.96","0"
"1532","19","1","0","26","14","1","6","0","79","6","6","0","0.5","0"
"1533","0","0","0","0","0","0","12","7","21","37","7","0","1.3703703703703705","0"
"1534","0","0","0","0","0","0","6","2","23","26","8","1","1.368421052631579","0"
"1535","0","0","0","0","0","0","8","0","28","28","17","0","0.9333333333333333","0"
"1536","18","5","0","24","10","2","7","1","29","22","10","1","1.1","0"
"1537","18","7","4","26","4","0","4","1","113","23","13","1","1.2105263157894737","1"
"1538","6","1","1","14","3","0","3","0","33","9","3","1","1.2857142857142858","0"
"1539","0","0","0","0","0","0","0","0","34","1","1","0","1","0"
"1540","25","11","4","27","9","0","4","2","7","9","1","0","1.2857142857142858","1"
"1541","26","5","0","24","19","0","4","0","191","2","0","0","0.4","1"
"1542","0","0","0","0","0","0","11","7","116","50","12","0","1.4285714285714286","0"
"1543","0","0","0","0","0","0","16","6","12","45","13","0","1.1538461538461537","0"
"1544","0","0","0","0","0","0","6","1","16","24","8","2","1.411764705882353","0"
"1545","0","0","0","0","0","0","5","0","73","19","4","1","1.5833333333333333","0"
"1546","0","0","0","0","0","0","3","0","74","0","0","0","0","0"
"1547","0","0","0","0","0","0","6","1","193","11","3","0","0.9166666666666666","0"
"1548","0","0","0","0","0","0","18","3","117","57","23","2","1.1176470588235294","0"
"1549","18","8","0","18","7","1","8","4","77","33","5","1","1.5714285714285714","2"
"1550","6","0","0","9","3","0","8","1","79","26","12","1","1.0833333333333333","0"
"1551","0","0","0","0","0","0","2","0","75","0","0","0","0","0"
"1552","0","0","0","0","0","0","2","0","189","7","5","0","0.875","0"
"1553","25","13","3","36","6","3","0","0","203","9","1","0","1.8","1"
"1554","24","12","4","24","8","0","10","3","7","17","3","0","1","0"
"1555","0","0","0","0","0","0","4","0","116","5","5","0","0.5555555555555556","0"
"1556","24","8","2","28","12","1","11","1","191","32","4","3","1.5238095238095237","0"
"1557","0","0","0","0","0","0","5","0","12","10","6","0","0.7692307692307693","0"
"1558","0","0","0","0","0","0","7","3","73","28","8","1","1.4","0"
"1559","0","0","0","0","0","0","4","1","16","7","3","0","0.875","0"
"1560","0","0","0","0","0","0","4","1","18","5","1","0","0.8333333333333334","0"
"1561","29","8","1","43","13","3","1","0","2","2","2","0","0.6666666666666666","0"
"1562","0","0","0","0","0","0","4","1","64","21","7","1","1.4","0"
"1563","25","7","1","30","8","0","3","1","66","9","3","0","1.125","2"
"1564","24","12","1","18","8","0","0","0","103","1","1","0","1","4"
"1565","0","0","0","0","0","0","1","0","108","0","0","0","0","0"
"1566","0","0","0","0","0","0","3","0","1","0","0","0","0","0"
"1567","0","0","0","0","0","0","10","3","221","15","3","0","0.9375","0"
"1568","12","4","0","14","6","1","4","1","123","16","6","1","1.3333333333333333","1"
"1569","0","0","0","0","0","0","15","3","222","59","21","3","1.2826086956521738","0"
"1570","26","9","3","27","13","0","17","5","209","71","19","4","1.4489795918367347","1"
"1571","0","0","0","0","0","0","9","3","74","58","20","3","1.4871794871794872","0"
"1572","0","0","0","0","0","0","4","2","76","22","6","1","1.5714285714285714","0"
"1573","0","0","0","0","0","0","11","2","117","21","9","0","0.875","0"
"1574","26","6","0","28","16","1","4","1","77","9","3","0","1","0"
"1575","0","0","0","0","0","0","5","2","79","13","5","0","1.0833333333333333","0"
"1576","0","0","0","0","0","0","6","1","223","14","4","0","1","0"
"1577","7","1","1","16","2","1","4","1","193","9","5","0","0.9","0"
"1578","18","10","3","27","3","2","1","0","83","0","0","0","0","2"
"1579","25","9","3","36","10","2","1","0","220","4","2","0","1","1"
"1580","6","0","1","19","3","2","7","3","62","24","3","1","1.6","0"
"1581","0","0","0","0","0","0","4","3","144","19","5","0","1.4615384615384615","0"
"1582","0","0","0","0","0","0","6","3","226","26","4","1","1.625","0"
"1583","0","0","0","0","0","0","6","4","101","54","18","2","1.588235294117647","0"
"1584","0","0","0","0","0","0","7","6","227","58","16","2","1.7058823529411764","0"
"1585","19","3","5","51","7","4","2","1","229","11","2","0","1.8333333333333333","2"
"1586","0","0","0","0","0","0","1","1","69","9","3","0","1.5","0"
"1587","26","7","6","43","11","1","0","2","230","11","3","0","2.2","0"
"1588","0","0","0","0","0","0","10","4","97","26","6","0","1.1818181818181819","0"
"1589","0","0","0","0","0","0","6","2","198","12","4","0","1","0"
"1590","12","3","4","27","3","1","5","1","228","14","4","1","1.2727272727272727","0"
"1591","12","2","0","22","6","2","6","9","44","103","15","8","2.575","0"
"1592","0","0","0","0","0","0","6","2","232","42","18","2","1.4","0"
"1593","24","7","5","34","10","0","1","0","146","10","4","0","1.25","2"
"1594","26","6","4","41","11","1","1","0","225","0","0","0","0","3"
"1595","19","3","3","31","11","1","0","0","55","1","1","0","1","0"
"1596","0","0","0","0","0","0","20","7","169","60","20","1","1.1764705882352942","0"
"1597","0","0","0","0","0","0","4","0","233","3","1","0","0.5","0"
"1598","0","0","0","0","0","0","3","1","36","18","3","1","2","0"
"1599","18","7","0","11","11","0","4","1","40","5","1","0","0.8333333333333334","0"
"1600","0","0","0","0","0","0","1","0","87","0","0","0","0","0"
"1601","25","11","5","31","7","0","3","2","27","21","9","0","1.3125","1"
"1602","0","0","0","0","0","0","3","1","47","6","2","0","1","0"
"1603","24","7","4","33","9","0","3","0","31","5","3","0","0.7142857142857143","1"
"1604","6","0","2","16","1","0","5","0","154","3","1","0","0.42857142857142855","0"
"1605","24","10","3","24","10","0","6","3","24","20","4","0","1.3333333333333333","2"
"1606","24","9","3","31","9","1","0","0","172","1","1","0","1","1"
"1607","18","5","4","34","5","1","15","7","7","67","25","1","1.2884615384615385","0"
"1608","0","0","0","0","0","0","8","2","142","8","0","0","0.8","0"
"1609","0","0","0","0","0","0","7","0","116","1","1","0","0.125","0"
"1610","2","1","0","1","1","0","3","0","16","2","2","0","0.4","0"
"1611","0","0","0","0","0","0","3","0","234","10","2","1","1.4285714285714286","0"
"1612","0","0","0","0","0","0","3","3","12","22","10","0","1.375","0"
"1613","0","0","0","0","0","0","2","1","64","20","12","0","1.1764705882352942","0"
"1614","27","8","2","27","15","0","1","0","191","1","1","0","0.5","2"
"1615","24","12","1","16","10","0","2","0","2","4","2","0","0.8","1"
"1616","6","1","0","11","3","1","20","7","123","52","17","0","1.1063829787234043","0"
"1617","0","0","0","0","0","0","9","6","108","51","11","2","1.7","0"
"1618","12","1","2","18","8","0","8","1","1","26","12","1","1.0833333333333333","0"
"1619","0","0","0","0","0","0","10","0","221","5","5","0","0.3333333333333333","0"
"1620","0","0","0","0","0","0","4","4","74","43","9","3","2.15","0"
"1621","0","0","0","0","0","0","5","2","76","12","4","0","1.0909090909090908","0"
"1622","0","0","0","0","0","0","12","5","117","51","17","1","1.3076923076923077","0"
"1623","18","4","0","29","11","3","19","3","77","53","19","3","1.1521739130434783","2"
"1624","24","10","0","27","9","2","2","2","79","20","4","1","2","1"
"1625","6","1","1","8","4","0","0","2","193","11","3","0","2.2","0"
"1626","0","0","0","0","0","0","4","0","199","3","1","0","0.5","0"
"1627","0","0","0","0","0","0","5","0","23","17","3","2","1.5454545454545454","0"
"1628","0","0","0","0","0","0","2","0","29","6","0","1","2","0"
"1629","0","0","0","0","0","0","10","1","34","5","1","0","0.4166666666666667","0"
"1630","14","6","2","15","5","0","6","1","236","22","5","1","1.375","0"
"1631","0","0","0","0","0","0","7","3","28","43","17","2","1.4333333333333333","0"
"1632","25","7","4","42","10","2","4","1","113","44","18","3","1.5714285714285714","1"
"1633","25","8","3","37","11","2","3","1","137","15","5","1","1.5","1"
"1634","28","12","2","28","12","1","1","0","37","1","1","0","0.5","0"
"1635","13","0","4","40","6","3","1","0","194","3","3","0","0.75","0"
"1636","0","0","0","0","0","0","2","1","120","5","1","0","1.25","0"
"1637","0","0","0","0","0","0","9","3","97","19","5","0","1.0555555555555556","0"
"1638","0","0","0","0","0","0","7","4","198","24","2","1","1.7142857142857142","0"
"1639","0","0","0","0","0","0","5","0","44","0","0","0","0","0"
"1640","1","0","0","2","0","0","16","5","228","56","22","1","1.1666666666666667","0"
"1641","0","0","0","0","0","0","13","1","232","30","8","2","1.1111111111111112","0"
"1642","24","9","3","32","8","1","0","0","146","3","3","0","1","2"
"1643","12","2","2","26","6","2","2","0","225","4","4","0","0.6666666666666666","0"
"1644","0","0","0","0","0","0","9","8","59","78","10","5","2.2285714285714286","0"
"1645","0","0","0","0","0","0","3","1","57","9","3","0","1.125","0"
"1646","0","0","0","0","0","0","11","0","128","17","13","0","0.6538461538461539","0"
"1647","0","0","0","0","0","0","9","2","109","25","15","0","0.9259259259259259","0"
"1648","0","0","0","0","0","0","1","1","187","13","7","0","1.3","0"
"1649","12","4","1","17","5","1","14","9","169","80","25","2","1.509433962264151","0"
"1650","0","0","0","0","0","0","20","6","233","82","20","4","1.490909090909091","0"
"1651","12","5","0","18","4","2","1","1","40","9","3","0","1.5","0"
"1652","0","0","0","0","0","0","1","3","87","29","9","1","1.9333333333333333","0"
"1653","18","7","4","33","5","2","0","0","27","3","0","0","3","0"
"1654","0","0","0","0","0","0","10","2","116","39","11","3","1.4444444444444444","0"
"1655","25","9","4","39","9","2","18","8","7","97","20","5","1.7017543859649122","1"
"1656","0","0","0","0","0","0","4","4","64","51","7","4","2.4285714285714284","0"
"1657","13","1","2","24","7","0","4","1","16","17","7","1","1.3076923076923077","0"
"1658","0","0","0","0","0","0","10","5","199","34","10","0","1.2592592592592593","0"
"1659","0","0","0","0","0","0","7","0","23","1","1","0","0.125","0"
"1660","6","2","0","6","3","0","8","2","29","19","9","0","0.95","0"
"1661","0","0","0","0","0","0","9","3","34","43","15","1","1.303030303030303","0"
"1662","0","0","0","0","0","0","6","6","28","67","11","3","2.0303030303030303","0"
"1663","6","3","0","4","2","0","2","0","123","0","0","0","0","1"
"1664","0","0","0","0","0","0","11","1","1","14","10","0","0.6363636363636364","0"
"1665","0","0","0","0","0","0","1","2","108","8","0","0","2.6666666666666665","0"
"1666","0","0","0","0","0","0","6","5","85","23","1","0","1.7692307692307692","0"
"1667","0","0","0","0","0","0","2","1","222","5","1","0","1.25","0"
"1668","18","2","2","29","11","1","6","0","209","9","7","0","0.6428571428571429","0"
"1669","24","8","5","37","9","1","5","3","20","20","8","0","1.25","1"
"1670","0","0","0","0","0","0","6","0","235","2","2","0","0.25","0"
"1671","24","10","4","33","7","1","1","0","239","1","1","0","0.5","0"
"1672","25","9","0","22","10","0","8","2","78","21","8","0","1.05","0"
"1673","24","8","5","39","7","1","9","0","15","6","6","0","0.4","1"
"1674","25","16","1","17","6","0","5","1","62","11","4","0","1","3"
"1675","0","0","0","0","0","0","4","11","144","70","15","0","2.121212121212121","0"
"1676","0","0","0","0","0","0","5","0","226","17","1","2","1.7","0"
"1677","0","0","0","0","0","0","6","4","101","65","22","3","1.6666666666666667","0"
"1678","0","0","0","0","0","0","6","1","227","35","11","3","1.5909090909090908","0"
"1679","25","10","3","25","11","0","3","2","240","11","3","0","1.375","1"
"1680","12","6","2","12","4","0","1","0","94","9","1","1","2.25","2"
"1681","0","0","0","0","0","0","3","3","147","19","7","0","1.4615384615384615","0"
"1682","0","0","0","0","0","0","3","4","59","26","8","0","1.625","0"
"1683","0","0","0","0","0","0","5","2","128","12","4","0","1.0909090909090908","0"
"1684","26","4","8","52","11","0","6","2","48","29","7","2","1.6111111111111112","2"
"1685","0","0","0","0","0","0","0","3","109","17","3","0","2.4285714285714284","0"
"1686","0","0","0","0","0","0","2","0","187","1","1","0","0.3333333333333333","0"
"1687","25","6","3","44","12","3","2","0","148","3","3","0","0.6","1"
"1688","26","8","3","36","12","1","8","0","170","3","3","0","0.2727272727272727","1"
"1689","0","0","0","0","0","0","9","1","198","18","8","0","0.9","0"
"1690","0","0","0","0","0","0","9","1","241","12","8","0","0.6666666666666666","0"
"1691","0","0","0","0","0","0","8","1","242","21","17","0","0.8076923076923077","0"
"1692","0","0","0","0","0","0","5","1","228","5","1","0","0.7142857142857143","0"
"1693","0","0","0","0","0","0","12","1","44","26","8","2","1.0833333333333333","0"
"1694","0","0","0","0","0","0","6","0","232","3","3","0","0.3333333333333333","0"
"1695","19","7","2","24","8","1","1","0","243","0","0","0","0","0"
"1696","22","6","6","34","10","0","8","0","205","2","0","0","0.2222222222222222","0"
"1697","12","6","2","12","4","0","4","0","55","4","2","0","0.5714285714285714","0"
"1698","18","8","4","23","5","0","1","0","58","1","1","0","0.5","0"
"1699","0","0","0","0","0","0","1","0","56","0","0","0","0","0"
"1700","0","0","0","0","0","0","5","1","201","6","2","0","0.75","0"
"1701","0","0","0","0","0","0","10","9","59","79","16","3","1.9268292682926829","0"
"1702","13","3","0","30","6","4","12","1","147","17","11","0","0.68","1"
"1703","0","0","0","0","0","0","1","2","109","20","10","0","1.4285714285714286","0"
"1704","0","0","0","0","0","0","1","0","128","2","2","0","0.6666666666666666","0"
"1705","0","0","0","0","0","0","4","5","187","33","13","0","1.5","0"
